ts,service,region,p50_ms,p95_ms,p99_ms
2026-01-24 14:16:00+00:00,orders-api,us-west,114.68,252.02,411.59
2026-01-24 14:17:00+00:00,orders-api,us-west,117.57,224.53,418.95
2026-01-24 14:18:00+00:00,orders-api,us-west,107.67,223.18,404.07
2026-01-24 14:19:00+00:00,orders-api,us-west,114.2,263.22,387.24
2026-01-24 14:20:00+00:00,orders-api,us-west,118.98,257.39,446.87
2026-01-24 14:21:00+00:00,orders-api,us-west,111.53,224.59,480.48
2026-01-24 14:22:00+00:00,orders-api,us-west,115.8,232.85,418.02
2026-01-24 14:23:00+00:00,orders-api,us-west,116.42,239.43,421.5
2026-01-24 14:24:00+00:00,orders-api,us-west,103.14,246.33,423.94
2026-01-24 14:25:00+00:00,orders-api,us-west,110.52,222.05,397.91
2026-01-24 14:26:00+00:00,orders-api,us-west,98.16,222.05,340.11
2026-01-24 14:27:00+00:00,orders-api,us-west,105.36,234.84,404.2
2026-01-24 14:28:00+00:00,orders-api,us-west,110.27,225.49,436.32
2026-01-24 14:29:00+00:00,orders-api,us-west,101.94,228.02,358.26
2026-01-24 14:30:00+00:00,orders-api,us-west,111.7,237.55,455.03
2026-01-24 14:31:00+00:00,orders-api,us-west,108.5,211.25,380.88
2026-01-24 14:32:00+00:00,orders-api,us-west,118.96,254.32,454.66
2026-01-24 14:33:00+00:00,orders-api,us-west,120.79,261.22,427.09
2026-01-24 14:34:00+00:00,orders-api,us-west,115.45,222.82,411.04
2026-01-24 14:35:00+00:00,orders-api,us-west,112.82,237.74,399.53
2026-01-24 14:36:00+00:00,orders-api,us-west,118.71,225.38,455.0
2026-01-24 14:37:00+00:00,orders-api,us-west,111.72,235.83,459.28
2026-01-24 14:38:00+00:00,orders-api,us-west,113.42,268.14,433.17
2026-01-24 14:39:00+00:00,orders-api,us-west,104.25,222.53,390.65
2026-01-24 14:40:00+00:00,orders-api,us-west,114.78,233.55,426.03
2026-01-24 14:41:00+00:00,orders-api,us-west,114.84,250.32,462.14
2026-01-24 14:42:00+00:00,orders-api,us-west,104.89,238.9,405.8
2026-01-24 14:43:00+00:00,orders-api,us-west,105.12,210.23,391.24
2026-01-24 14:44:00+00:00,orders-api,us-west,122.45,233.62,416.7
2026-01-24 14:45:00+00:00,orders-api,us-west,107.69,197.52,408.45
2026-01-24 14:46:00+00:00,orders-api,us-west,109.51,226.01,375.62
2026-01-24 14:47:00+00:00,orders-api,us-west,112.88,237.19,433.94
2026-01-24 14:48:00+00:00,orders-api,us-west,106.5,233.43,396.13
2026-01-24 14:49:00+00:00,orders-api,us-west,105.7,227.99,383.89
2026-01-24 14:50:00+00:00,orders-api,us-west,100.02,217.5,374.25
2026-01-24 14:51:00+00:00,orders-api,us-west,120.37,268.62,433.03
2026-01-24 14:52:00+00:00,orders-api,us-west,122.71,246.75,439.18
2026-01-24 14:53:00+00:00,orders-api,us-west,107.83,218.52,478.47
2026-01-24 14:54:00+00:00,orders-api,us-west,119.18,254.39,476.41
2026-01-24 14:55:00+00:00,orders-api,us-west,115.12,246.52,451.14
2026-01-24 14:56:00+00:00,orders-api,us-west,109.62,196.32,385.73
2026-01-24 14:57:00+00:00,orders-api,us-west,126.25,241.32,438.19
2026-01-24 14:58:00+00:00,orders-api,us-west,98.97,220.16,322.1
2026-01-24 14:59:00+00:00,orders-api,us-west,109.04,239.07,442.58
2026-01-24 15:00:00+00:00,orders-api,us-west,120.56,253.6,456.3
2026-01-24 15:01:00+00:00,orders-api,us-west,111.4,213.69,406.6
2026-01-24 15:02:00+00:00,orders-api,us-west,119.81,276.24,476.89
2026-01-24 15:03:00+00:00,orders-api,us-west,102.28,244.18,376.63
2026-01-24 15:04:00+00:00,orders-api,us-west,109.38,232.32,339.57
2026-01-24 15:05:00+00:00,orders-api,us-west,108.63,234.54,424.2
2026-01-24 15:06:00+00:00,orders-api,us-west,112.62,241.76,418.89
2026-01-24 15:07:00+00:00,orders-api,us-west,109.12,228.9,438.49
2026-01-24 15:08:00+00:00,orders-api,us-west,108.46,220.55,401.84
2026-01-24 15:09:00+00:00,orders-api,us-west,102.29,223.36,426.82
2026-01-24 15:10:00+00:00,orders-api,us-west,123.24,271.57,451.49
2026-01-24 15:11:00+00:00,orders-api,us-west,114.96,238.92,378.44
2026-01-24 15:12:00+00:00,orders-api,us-west,116.22,241.47,411.78
2026-01-24 15:13:00+00:00,orders-api,us-west,117.46,236.18,485.79
2026-01-24 15:14:00+00:00,orders-api,us-west,106.56,222.49,412.31
2026-01-24 15:15:00+00:00,orders-api,us-west,108.2,207.79,414.58
2026-01-24 15:16:00+00:00,orders-api,us-west,106.31,231.91,370.41
2026-01-24 15:17:00+00:00,orders-api,us-west,115.72,222.82,473.61
2026-01-24 15:18:00+00:00,orders-api,us-west,112.31,229.27,442.61
2026-01-24 15:19:00+00:00,orders-api,us-west,119.0,252.8,453.32
2026-01-24 15:20:00+00:00,orders-api,us-west,103.88,218.19,412.3
2026-01-24 15:21:00+00:00,orders-api,us-west,109.8,224.79,453.53
2026-01-24 15:22:00+00:00,orders-api,us-west,122.83,251.37,433.69
2026-01-24 15:23:00+00:00,orders-api,us-west,107.04,221.49,377.85
2026-01-24 15:24:00+00:00,orders-api,us-west,109.75,240.95,385.22
2026-01-24 15:25:00+00:00,orders-api,us-west,109.4,220.68,385.22
2026-01-24 15:26:00+00:00,orders-api,us-west,112.82,230.14,481.38
2026-01-24 15:27:00+00:00,orders-api,us-west,98.33,216.9,360.66
2026-01-24 15:28:00+00:00,orders-api,us-west,103.68,204.09,409.07
2026-01-24 15:29:00+00:00,orders-api,us-west,106.68,206.05,397.25
2026-01-24 15:30:00+00:00,orders-api,us-west,116.38,226.45,431.22
2026-01-24 15:31:00+00:00,orders-api,us-west,109.52,228.78,407.8
2026-01-24 15:32:00+00:00,orders-api,us-west,105.31,242.37,415.57
2026-01-24 15:33:00+00:00,orders-api,us-west,112.16,228.81,408.07
2026-01-24 15:34:00+00:00,orders-api,us-west,110.81,228.22,382.19
2026-01-24 15:35:00+00:00,orders-api,us-west,106.01,246.5,423.5
2026-01-24 15:36:00+00:00,orders-api,us-west,111.56,237.52,428.32
2026-01-24 15:37:00+00:00,orders-api,us-west,108.0,221.0,347.84
2026-01-24 15:38:00+00:00,orders-api,us-west,115.35,239.92,453.73
2026-01-24 15:39:00+00:00,orders-api,us-west,118.53,250.73,448.58
2026-01-24 15:40:00+00:00,orders-api,us-west,102.07,211.46,374.81
2026-01-24 15:41:00+00:00,orders-api,us-west,107.98,221.14,381.88
2026-01-24 15:42:00+00:00,orders-api,us-west,113.57,252.37,447.4
2026-01-24 15:43:00+00:00,orders-api,us-west,104.65,222.69,456.17
2026-01-24 15:44:00+00:00,orders-api,us-west,118.33,239.42,483.63
2026-01-24 15:45:00+00:00,orders-api,us-west,112.3,244.28,392.71
2026-01-24 15:46:00+00:00,orders-api,us-west,114.72,250.07,468.27
2026-01-24 15:47:00+00:00,orders-api,us-west,121.22,257.1,511.67
2026-01-24 15:48:00+00:00,orders-api,us-west,100.4,213.39,377.39
2026-01-24 15:49:00+00:00,orders-api,us-west,122.9,256.25,455.27
2026-01-24 15:50:00+00:00,orders-api,us-west,107.75,238.63,425.23
2026-01-24 15:51:00+00:00,orders-api,us-west,114.35,226.41,435.28
2026-01-24 15:52:00+00:00,orders-api,us-west,112.25,250.15,468.23
2026-01-24 15:53:00+00:00,orders-api,us-west,118.21,258.55,489.57
2026-01-24 15:54:00+00:00,orders-api,us-west,111.97,221.03,340.0
2026-01-24 15:55:00+00:00,orders-api,us-west,106.46,235.43,377.66
2026-01-24 15:56:00+00:00,orders-api,us-west,108.74,243.97,406.35
2026-01-24 15:57:00+00:00,orders-api,us-west,121.88,229.46,499.96
2026-01-24 15:58:00+00:00,orders-api,us-west,110.67,215.15,466.88
2026-01-24 15:59:00+00:00,orders-api,us-west,106.92,221.07,423.36
2026-01-24 16:00:00+00:00,orders-api,us-west,110.0,230.41,391.73
2026-01-24 16:01:00+00:00,orders-api,us-west,112.07,222.61,422.72
2026-01-24 16:02:00+00:00,orders-api,us-west,106.43,230.12,425.44
2026-01-24 16:03:00+00:00,orders-api,us-west,112.38,247.7,381.35
2026-01-24 16:04:00+00:00,orders-api,us-west,114.78,265.59,435.44
2026-01-24 16:05:00+00:00,orders-api,us-west,121.62,263.76,487.25
2026-01-24 16:06:00+00:00,orders-api,us-west,112.83,250.36,445.24
2026-01-24 16:07:00+00:00,orders-api,us-west,113.2,238.24,429.99
2026-01-24 16:08:00+00:00,orders-api,us-west,114.19,216.66,437.08
2026-01-24 16:09:00+00:00,orders-api,us-west,113.27,224.33,434.93
2026-01-24 16:10:00+00:00,orders-api,us-west,107.44,238.51,409.78
2026-01-24 16:11:00+00:00,orders-api,us-west,109.1,228.56,415.73
2026-01-24 16:12:00+00:00,orders-api,us-west,110.82,194.21,433.55
2026-01-24 16:13:00+00:00,orders-api,us-west,112.05,237.42,419.81
2026-01-24 16:14:00+00:00,orders-api,us-west,112.23,242.38,437.74
2026-01-24 16:15:00+00:00,orders-api,us-west,114.87,238.53,422.34
2026-01-24 16:16:00+00:00,orders-api,us-west,105.32,213.87,463.8
2026-01-24 16:17:00+00:00,orders-api,us-west,111.23,247.76,435.96
2026-01-24 16:18:00+00:00,orders-api,us-west,112.02,230.03,445.68
2026-01-24 16:19:00+00:00,orders-api,us-west,110.31,219.12,390.83
2026-01-24 16:20:00+00:00,orders-api,us-west,106.38,219.76,400.78
2026-01-24 16:21:00+00:00,orders-api,us-west,103.61,213.42,392.66
2026-01-24 16:22:00+00:00,orders-api,us-west,110.8,244.35,418.9
2026-01-24 16:23:00+00:00,orders-api,us-west,109.33,223.69,386.79
2026-01-24 16:24:00+00:00,orders-api,us-west,114.35,234.37,441.98
2026-01-24 16:25:00+00:00,orders-api,us-west,111.0,236.42,433.5
2026-01-24 16:26:00+00:00,orders-api,us-west,107.97,255.95,397.88
2026-01-24 16:27:00+00:00,orders-api,us-west,101.7,216.88,418.91
2026-01-24 16:28:00+00:00,orders-api,us-west,107.69,223.58,442.87
2026-01-24 16:29:00+00:00,orders-api,us-west,105.98,231.21,426.97
2026-01-24 16:30:00+00:00,orders-api,us-west,102.44,201.0,363.83
2026-01-24 16:31:00+00:00,orders-api,us-west,115.57,234.7,486.9
2026-01-24 16:32:00+00:00,orders-api,us-west,106.27,210.35,442.66
2026-01-24 16:33:00+00:00,orders-api,us-west,115.89,253.36,436.1
2026-01-24 16:34:00+00:00,orders-api,us-west,102.76,196.71,423.69
2026-01-24 16:35:00+00:00,orders-api,us-west,107.58,224.79,393.14
2026-01-24 16:36:00+00:00,orders-api,us-west,105.05,211.0,450.54
2026-01-24 16:37:00+00:00,orders-api,us-west,114.07,241.43,468.01
2026-01-24 16:38:00+00:00,orders-api,us-west,111.13,214.74,382.41
2026-01-24 16:39:00+00:00,orders-api,us-west,104.93,214.74,463.98
2026-01-24 16:40:00+00:00,orders-api,us-west,104.67,207.41,337.53
2026-01-24 16:41:00+00:00,orders-api,us-west,112.16,240.79,405.95
2026-01-24 16:42:00+00:00,orders-api,us-west,116.0,250.56,459.74
2026-01-24 16:43:00+00:00,orders-api,us-west,116.46,264.08,448.54
2026-01-24 16:44:00+00:00,orders-api,us-west,104.85,210.13,397.41
2026-01-24 16:45:00+00:00,orders-api,us-west,107.54,233.73,442.84
2026-01-24 16:46:00+00:00,orders-api,us-west,108.83,231.31,444.29
2026-01-24 16:47:00+00:00,orders-api,us-west,113.83,239.61,428.8
2026-01-24 16:48:00+00:00,orders-api,us-west,109.56,231.73,415.16
2026-01-24 16:49:00+00:00,orders-api,us-west,107.96,245.66,403.08
2026-01-24 16:50:00+00:00,orders-api,us-west,110.49,229.64,428.34
2026-01-24 16:51:00+00:00,orders-api,us-west,108.66,236.78,436.89
2026-01-24 16:52:00+00:00,orders-api,us-west,111.35,255.43,432.72
2026-01-24 16:53:00+00:00,orders-api,us-west,111.96,231.96,430.09
2026-01-24 16:54:00+00:00,orders-api,us-west,113.79,248.74,496.58
2026-01-24 16:55:00+00:00,orders-api,us-west,110.39,254.32,406.17
2026-01-24 16:56:00+00:00,orders-api,us-west,112.68,220.93,373.05
2026-01-24 16:57:00+00:00,orders-api,us-west,106.58,246.21,420.23
2026-01-24 16:58:00+00:00,orders-api,us-west,110.5,212.92,414.71
2026-01-24 16:59:00+00:00,orders-api,us-west,108.94,242.97,477.13
2026-01-24 17:00:00+00:00,orders-api,us-west,110.46,239.51,404.0
2026-01-24 17:01:00+00:00,orders-api,us-west,105.53,218.27,437.96
2026-01-24 17:02:00+00:00,orders-api,us-west,110.29,232.38,390.75
2026-01-24 17:03:00+00:00,orders-api,us-west,103.31,239.66,402.9
2026-01-24 17:04:00+00:00,orders-api,us-west,117.29,217.22,415.04
2026-01-24 17:05:00+00:00,orders-api,us-west,96.92,195.71,401.54
2026-01-24 17:06:00+00:00,orders-api,us-west,102.38,225.91,358.07
2026-01-24 17:07:00+00:00,orders-api,us-west,104.87,214.26,367.36
2026-01-24 17:08:00+00:00,orders-api,us-west,109.75,228.73,423.48
2026-01-24 17:09:00+00:00,orders-api,us-west,110.21,241.75,409.93
2026-01-24 17:10:00+00:00,orders-api,us-west,105.56,204.45,386.59
2026-01-24 17:11:00+00:00,orders-api,us-west,109.96,229.15,422.12
2026-01-24 17:12:00+00:00,orders-api,us-west,113.9,231.34,422.8
2026-01-24 17:13:00+00:00,orders-api,us-west,112.51,211.13,409.58
2026-01-24 17:14:00+00:00,orders-api,us-west,115.06,241.73,405.84
2026-01-24 17:15:00+00:00,orders-api,us-west,118.0,223.06,450.61
2026-01-24 17:16:00+00:00,orders-api,us-west,113.23,229.94,444.27
2026-01-24 17:17:00+00:00,orders-api,us-west,105.85,241.11,374.03
2026-01-24 17:18:00+00:00,orders-api,us-west,111.65,206.9,429.14
2026-01-24 17:19:00+00:00,orders-api,us-west,106.45,220.63,398.07
2026-01-24 17:20:00+00:00,orders-api,us-west,117.0,252.05,432.74
2026-01-24 17:21:00+00:00,orders-api,us-west,105.6,207.77,391.95
2026-01-24 17:22:00+00:00,orders-api,us-west,103.19,220.46,372.7
2026-01-24 17:23:00+00:00,orders-api,us-west,115.55,259.52,474.05
2026-01-24 17:24:00+00:00,orders-api,us-west,103.21,235.24,400.58
2026-01-24 17:25:00+00:00,orders-api,us-west,104.68,222.57,402.05
2026-01-24 17:26:00+00:00,orders-api,us-west,113.59,246.77,397.23
2026-01-24 17:27:00+00:00,orders-api,us-west,108.52,223.64,424.65
2026-01-24 17:28:00+00:00,orders-api,us-west,105.16,239.91,376.79
2026-01-24 17:29:00+00:00,orders-api,us-west,105.27,206.34,373.2
2026-01-24 17:30:00+00:00,orders-api,us-west,102.51,238.36,418.27
2026-01-24 17:31:00+00:00,orders-api,us-west,105.85,230.97,406.82
2026-01-24 17:32:00+00:00,orders-api,us-west,100.49,187.32,428.01
2026-01-24 17:33:00+00:00,orders-api,us-west,107.99,230.6,406.08
2026-01-24 17:34:00+00:00,orders-api,us-west,113.88,248.37,447.11
2026-01-24 17:35:00+00:00,orders-api,us-west,112.84,231.55,462.34
2026-01-24 17:36:00+00:00,orders-api,us-west,110.82,235.54,450.71
2026-01-24 17:37:00+00:00,orders-api,us-west,112.43,242.05,407.49
2026-01-24 17:38:00+00:00,orders-api,us-west,105.15,245.02,433.52
2026-01-24 17:39:00+00:00,orders-api,us-west,105.99,252.44,382.35
2026-01-24 17:40:00+00:00,orders-api,us-west,105.46,225.26,333.13
2026-01-24 17:41:00+00:00,orders-api,us-west,106.9,202.58,400.32
2026-01-24 17:42:00+00:00,orders-api,us-west,99.9,196.74,384.22
2026-01-24 17:43:00+00:00,orders-api,us-west,114.92,247.54,439.54
2026-01-24 17:44:00+00:00,orders-api,us-west,111.99,214.59,398.58
2026-01-24 17:45:00+00:00,orders-api,us-west,121.15,261.55,402.14
2026-01-24 17:46:00+00:00,orders-api,us-west,105.6,220.72,398.4
2026-01-24 17:47:00+00:00,orders-api,us-west,105.71,198.55,432.71
2026-01-24 17:48:00+00:00,orders-api,us-west,114.43,263.25,439.31
2026-01-24 17:49:00+00:00,orders-api,us-west,112.04,242.39,462.77
2026-01-24 17:50:00+00:00,orders-api,us-west,105.64,228.78,408.9
2026-01-24 17:51:00+00:00,orders-api,us-west,125.55,225.37,433.83
2026-01-24 17:52:00+00:00,orders-api,us-west,106.55,230.1,429.49
2026-01-24 17:53:00+00:00,orders-api,us-west,110.96,256.19,391.89
2026-01-24 17:54:00+00:00,orders-api,us-west,107.47,214.08,362.93
2026-01-24 17:55:00+00:00,orders-api,us-west,109.11,215.52,419.55
2026-01-24 17:56:00+00:00,orders-api,us-west,110.23,234.7,443.68
2026-01-24 17:57:00+00:00,orders-api,us-west,104.96,240.43,412.17
2026-01-24 17:58:00+00:00,orders-api,us-west,107.42,230.56,370.82
2026-01-24 17:59:00+00:00,orders-api,us-west,99.46,197.18,402.71
2026-01-24 18:00:00+00:00,orders-api,us-west,112.53,234.99,422.55
2026-01-24 18:01:00+00:00,orders-api,us-west,97.38,234.54,393.33
2026-01-24 18:02:00+00:00,orders-api,us-west,117.21,219.19,445.72
2026-01-24 18:03:00+00:00,orders-api,us-west,111.2,227.31,402.62
2026-01-24 18:04:00+00:00,orders-api,us-west,113.1,260.86,466.67
2026-01-24 18:05:00+00:00,orders-api,us-west,99.75,210.63,365.3
2026-01-24 18:06:00+00:00,orders-api,us-west,110.09,236.38,445.05
2026-01-24 18:07:00+00:00,orders-api,us-west,108.41,216.73,422.47
2026-01-24 18:08:00+00:00,orders-api,us-west,102.64,207.22,390.52
2026-01-24 18:09:00+00:00,orders-api,us-west,109.49,219.45,464.21
2026-01-24 18:10:00+00:00,orders-api,us-west,105.07,218.29,408.61
2026-01-24 18:11:00+00:00,orders-api,us-west,106.82,234.8,359.56
2026-01-24 18:12:00+00:00,orders-api,us-west,110.34,231.92,417.02
2026-01-24 18:13:00+00:00,orders-api,us-west,113.26,246.63,457.51
2026-01-24 18:14:00+00:00,orders-api,us-west,108.74,230.8,471.61
2026-01-24 18:15:00+00:00,orders-api,us-west,107.61,236.88,425.71
2026-01-24 18:16:00+00:00,orders-api,us-west,113.99,230.1,415.96
2026-01-24 18:17:00+00:00,orders-api,us-west,108.06,224.44,401.2
2026-01-24 18:18:00+00:00,orders-api,us-west,112.67,262.29,399.36
2026-01-24 18:19:00+00:00,orders-api,us-west,111.49,263.32,392.85
2026-01-24 18:20:00+00:00,orders-api,us-west,113.5,249.19,417.49
2026-01-24 18:21:00+00:00,orders-api,us-west,107.06,209.72,374.62
2026-01-24 18:22:00+00:00,orders-api,us-west,112.39,227.49,417.27
2026-01-24 18:23:00+00:00,orders-api,us-west,109.15,224.79,474.61
2026-01-24 18:24:00+00:00,orders-api,us-west,120.15,265.32,462.44
2026-01-24 18:25:00+00:00,orders-api,us-west,113.81,230.69,440.88
2026-01-24 18:26:00+00:00,orders-api,us-west,111.83,234.41,424.31
2026-01-24 18:27:00+00:00,orders-api,us-west,98.86,219.1,328.68
2026-01-24 18:28:00+00:00,orders-api,us-west,107.12,230.73,443.46
2026-01-24 18:29:00+00:00,orders-api,us-west,112.75,211.27,435.83
2026-01-24 18:30:00+00:00,orders-api,us-west,101.42,194.62,400.29
2026-01-24 18:31:00+00:00,orders-api,us-west,109.73,251.89,406.37
2026-01-24 18:32:00+00:00,orders-api,us-west,104.96,246.52,366.77
2026-01-24 18:33:00+00:00,orders-api,us-west,108.65,234.77,382.51
2026-01-24 18:34:00+00:00,orders-api,us-west,112.25,236.65,433.55
2026-01-24 18:35:00+00:00,orders-api,us-west,113.18,233.11,423.57
2026-01-24 18:36:00+00:00,orders-api,us-west,113.71,233.14,418.27
2026-01-24 18:37:00+00:00,orders-api,us-west,103.02,222.2,360.72
2026-01-24 18:38:00+00:00,orders-api,us-west,113.74,231.16,458.44
2026-01-24 18:39:00+00:00,orders-api,us-west,110.84,235.69,400.34
2026-01-24 18:40:00+00:00,orders-api,us-west,106.52,233.1,443.63
2026-01-24 18:41:00+00:00,orders-api,us-west,112.78,252.51,456.98
2026-01-24 18:42:00+00:00,orders-api,us-west,101.9,173.9,401.62
2026-01-24 18:43:00+00:00,orders-api,us-west,107.68,225.0,392.62
2026-01-24 18:44:00+00:00,orders-api,us-west,105.01,223.18,384.88
2026-01-24 18:45:00+00:00,orders-api,us-west,106.19,214.29,467.51
2026-01-24 18:46:00+00:00,orders-api,us-west,100.82,217.28,395.28
2026-01-24 18:47:00+00:00,orders-api,us-west,111.72,240.46,444.49
2026-01-24 18:48:00+00:00,orders-api,us-west,113.21,233.66,441.58
2026-01-24 18:49:00+00:00,orders-api,us-west,117.52,251.37,456.69
2026-01-24 18:50:00+00:00,orders-api,us-west,112.47,215.12,446.96
2026-01-24 18:51:00+00:00,orders-api,us-west,106.67,235.79,396.51
2026-01-24 18:52:00+00:00,orders-api,us-west,122.99,255.44,471.81
2026-01-24 18:53:00+00:00,orders-api,us-west,112.5,237.07,447.21
2026-01-24 18:54:00+00:00,orders-api,us-west,102.59,207.99,436.42
2026-01-24 18:55:00+00:00,orders-api,us-west,108.4,209.28,412.06
2026-01-24 18:56:00+00:00,orders-api,us-west,106.33,244.03,428.93
2026-01-24 18:57:00+00:00,orders-api,us-west,106.96,226.36,393.71
2026-01-24 18:58:00+00:00,orders-api,us-west,119.55,250.38,445.95
2026-01-24 18:59:00+00:00,orders-api,us-west,106.37,223.98,402.4
2026-01-24 19:00:00+00:00,orders-api,us-west,106.54,230.87,433.83
2026-01-24 19:01:00+00:00,orders-api,us-west,112.82,239.44,444.51
2026-01-24 19:02:00+00:00,orders-api,us-west,109.57,228.86,447.89
2026-01-24 19:03:00+00:00,orders-api,us-west,110.81,223.06,416.36
2026-01-24 19:04:00+00:00,orders-api,us-west,119.3,238.93,420.11
2026-01-24 19:05:00+00:00,orders-api,us-west,117.84,229.82,480.67
2026-01-24 19:06:00+00:00,orders-api,us-west,99.67,192.53,411.31
2026-01-24 19:07:00+00:00,orders-api,us-west,121.72,247.99,447.7
2026-01-24 19:08:00+00:00,orders-api,us-west,109.27,242.02,409.9
2026-01-24 19:09:00+00:00,orders-api,us-west,115.12,240.89,469.48
2026-01-24 19:10:00+00:00,orders-api,us-west,118.21,244.71,484.3
2026-01-24 19:11:00+00:00,orders-api,us-west,112.21,242.41,462.9
2026-01-24 19:12:00+00:00,orders-api,us-west,122.51,241.9,426.6
2026-01-24 19:13:00+00:00,orders-api,us-west,112.73,245.26,457.87
2026-01-24 19:14:00+00:00,orders-api,us-west,109.03,222.41,410.37
2026-01-24 19:15:00+00:00,orders-api,us-west,116.9,235.75,447.91
2026-01-24 19:16:00+00:00,orders-api,us-west,104.78,206.91,379.09
2026-01-24 19:17:00+00:00,orders-api,us-west,105.35,210.02,362.26
2026-01-24 19:18:00+00:00,orders-api,us-west,99.89,193.04,427.13
2026-01-24 19:19:00+00:00,orders-api,us-west,111.99,244.93,402.8
2026-01-24 19:20:00+00:00,orders-api,us-west,116.06,248.25,464.51
2026-01-24 19:21:00+00:00,orders-api,us-west,107.93,223.71,412.9
2026-01-24 19:22:00+00:00,orders-api,us-west,110.15,220.1,391.17
2026-01-24 19:23:00+00:00,orders-api,us-west,101.63,218.41,393.45
2026-01-24 19:24:00+00:00,orders-api,us-west,104.58,224.0,376.46
2026-01-24 19:25:00+00:00,orders-api,us-west,119.06,266.52,443.77
2026-01-24 19:26:00+00:00,orders-api,us-west,105.66,221.6,393.89
2026-01-24 19:27:00+00:00,orders-api,us-west,106.73,217.43,388.38
2026-01-24 19:28:00+00:00,orders-api,us-west,115.4,238.42,464.17
2026-01-24 19:29:00+00:00,orders-api,us-west,113.6,246.31,466.7
2026-01-24 19:30:00+00:00,orders-api,us-west,111.58,219.92,413.95
2026-01-24 19:31:00+00:00,orders-api,us-west,105.81,241.05,331.73
2026-01-24 19:32:00+00:00,orders-api,us-west,117.05,248.92,442.35
2026-01-24 19:33:00+00:00,orders-api,us-west,120.63,275.38,459.89
2026-01-24 19:34:00+00:00,orders-api,us-west,121.84,236.36,503.62
2026-01-24 19:35:00+00:00,orders-api,us-west,105.86,203.95,406.17
2026-01-24 19:36:00+00:00,orders-api,us-west,110.88,216.87,451.43
2026-01-24 19:37:00+00:00,orders-api,us-west,126.5,260.3,476.7
2026-01-24 19:38:00+00:00,orders-api,us-west,109.06,234.23,446.08
2026-01-24 19:39:00+00:00,orders-api,us-west,113.18,249.9,420.64
2026-01-24 19:40:00+00:00,orders-api,us-west,103.22,221.71,380.01
2026-01-24 19:41:00+00:00,orders-api,us-west,115.11,221.84,443.97
2026-01-24 19:42:00+00:00,orders-api,us-west,108.98,243.49,415.84
2026-01-24 19:43:00+00:00,orders-api,us-west,108.38,200.98,495.19
2026-01-24 19:44:00+00:00,orders-api,us-west,111.69,231.33,427.1
2026-01-24 19:45:00+00:00,orders-api,us-west,115.75,229.25,448.93
2026-01-24 19:46:00+00:00,orders-api,us-west,106.47,220.45,361.53
2026-01-24 19:47:00+00:00,orders-api,us-west,99.77,191.73,388.95
2026-01-24 19:48:00+00:00,orders-api,us-west,110.25,240.44,438.41
2026-01-24 19:49:00+00:00,orders-api,us-west,111.41,228.0,443.8
2026-01-24 19:50:00+00:00,orders-api,us-west,113.68,205.51,394.14
2026-01-24 19:51:00+00:00,orders-api,us-west,116.02,269.59,405.94
2026-01-24 19:52:00+00:00,orders-api,us-west,100.51,214.65,351.01
2026-01-24 19:53:00+00:00,orders-api,us-west,102.55,212.36,402.48
2026-01-24 19:54:00+00:00,orders-api,us-west,110.26,229.3,368.1
2026-01-24 19:55:00+00:00,orders-api,us-west,98.05,217.14,393.07
2026-01-24 19:56:00+00:00,orders-api,us-west,105.29,237.63,426.29
2026-01-24 19:57:00+00:00,orders-api,us-west,107.73,216.41,422.86
2026-01-24 19:58:00+00:00,orders-api,us-west,115.35,243.82,428.72
2026-01-24 19:59:00+00:00,orders-api,us-west,121.24,237.52,436.19
2026-01-24 20:00:00+00:00,orders-api,us-west,110.15,252.38,430.07
2026-01-24 20:01:00+00:00,orders-api,us-west,119.63,253.14,432.38
2026-01-24 20:02:00+00:00,orders-api,us-west,115.97,230.38,458.57
2026-01-24 20:03:00+00:00,orders-api,us-west,112.06,229.7,452.82
2026-01-24 20:04:00+00:00,orders-api,us-west,110.99,252.92,364.44
2026-01-24 20:05:00+00:00,orders-api,us-west,106.76,219.47,421.84
2026-01-24 20:06:00+00:00,orders-api,us-west,100.87,216.64,376.06
2026-01-24 20:07:00+00:00,orders-api,us-west,108.85,204.52,387.93
2026-01-24 20:08:00+00:00,orders-api,us-west,118.27,237.19,449.79
2026-01-24 20:09:00+00:00,orders-api,us-west,106.22,226.52,386.36
2026-01-24 20:10:00+00:00,orders-api,us-west,113.34,242.53,425.75
2026-01-24 20:11:00+00:00,orders-api,us-west,102.22,211.36,362.1
2026-01-24 20:12:00+00:00,orders-api,us-west,112.9,244.03,416.21
2026-01-24 20:13:00+00:00,orders-api,us-west,108.7,239.08,376.65
2026-01-24 20:14:00+00:00,orders-api,us-west,109.41,198.87,434.42
2026-01-24 20:15:00+00:00,orders-api,us-west,115.02,255.02,455.34
2026-01-24 20:16:00+00:00,orders-api,us-west,125.05,247.86,449.18
2026-01-24 20:17:00+00:00,orders-api,us-west,102.16,224.46,368.01
2026-01-24 20:18:00+00:00,orders-api,us-west,110.68,230.73,454.2
2026-01-24 20:19:00+00:00,orders-api,us-west,111.24,230.27,437.77
2026-01-24 20:20:00+00:00,orders-api,us-west,114.06,235.64,453.99
2026-01-24 20:21:00+00:00,orders-api,us-west,111.14,213.54,477.52
2026-01-24 20:22:00+00:00,orders-api,us-west,104.1,219.35,426.62
